id,comuna,sexo,edad,P1,P1_other,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P3a,P3b,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P4_11,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P6,P7a,P7b,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P9_1,P9_2,P9_3,P9_4,P10,P11a,P11b,P12,P13,P14,P15_1,P15_2,P15_3,P15_4,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P17_9,eduentre,trabajo,estudio,edujefe,ocujefe,bienes_1,bienes_2,bienes_3,bienes_4,bienes_5,bienes_6,bienes_7,bienes_8,bienes_9,bienes_10,nedad,CUOTA,REGION,regiones,zonas,NSE,TNSE,NSE2,POND
778,Puerto Montt,Mujer,23,Falta de trabajo,empty,Muy violento,Algo violento,Muy violento,Muy violento,Algo violento,Poco violento,Infidelidad,El machismo de la sociedad chilena,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,No,Ninguno,No sabe,No responde,En desacuerdo,En desacuerdo,No responde,No responde,En desacuerdo,En desacuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,Irías a alguna organización de ayuda (iglesia ONG Municipio),Un problema privado que debe ser solucionado por la pareja,No sabe,#NULL!,#NULL!,#NULL!,#NULL!,Poco frecuente,Frecuente,Poco frecuente,Poco frecuente,Frecuente,Frecuente,Frecuente,Poco frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Universitaria incompleta (1 a 3 años de estudio),Si,Si,Tecnica superior completa,Obrero calificado capataz junior microempresario,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,M 20-24,10,Regiones,Sur,C2,Alto,C2,2.084481148
779,La Serena,Mujer,17,Violencia,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Algo violento,Alcohol y drogas,Celos,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Desacuerdo,No,Teleseries,Programas de farándula,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías ayuda con gente de confianza,Un problema privado que debe ser solucionado por la pareja,Sí conoce,Sí,Sí,No,Sí,Nada frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Poco frecuente,No le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Media incompleta,No,Si,Universitaria completa,Ejecutivo medio (sub / gerente) gerente general empresa media o pequeña profesional carrera tradicional,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,M 15-19,4,Regiones,Norte,ABC1,Alto,ABC1,0.369672117
780,Recoleta,Mujer,28,Violencia,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Algo violento,Alcohol y drogas,Problemas psicológicos,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Desacuerdo,Acuerdo,Acuerdo,Acuerdo,Desacuerdo,No,Teleseries,Programas de farándula,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por dependencia económica,Buscarías ayuda con gente de confianza,Un problema privado que debe ser solucionado por la pareja,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Poco frecuente,Muy frecuente,Poco frecuente,Frecuente,Poco frecuente,Frecuente,Muy frecuente,Muy frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Media incompleta,No,Si,Media completa,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,M 25-29,13,Santiago,RM,C3,Medio,C3,0.863617275
781,La Pintana,Mujer,18,Drogadicción,empty,Muy violento,Muy violento,Muy violento,Muy violento,Poco violento,Poco violento,Alcohol y drogas,Celos,Nada aceptable,Algo aceptable,Bastante aceptable,Bastante aceptable,Algo aceptable,Algo aceptable,Bastante aceptable,Algo aceptable,Bastante aceptable,Algo aceptable,Nada aceptable,Acuerdo,Acuerdo,Desacuerdo,Desacuerdo,Acuerdo,Desacuerdo,Sí,Ninguno,No sabe,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por vergüenza,Buscarías apoyo psicológico o de expertos en el tema,Un problema privado que debe ser solucionado por la pareja,Sí conoce,No,No,Sí,Sí,Poco frecuente,Frecuente,Frecuente,Frecuente,Poco frecuente,Poco frecuente,Frecuente,Frecuente,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,Básica incompleta,Si,Si,Media completa,Oficio menor obrero no calificado jornalero servicio doméstico con contrato,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,M 15-19,13,Santiago,RM,D,Bajo,D+E,1.100881022
782,Coyhaique,Hombre,22,Violencia,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Muy violento,Celos,Historia de violencia en la familia,Bastante aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Ni de acuerdo ni en desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Ni de acuerdo ni en desacuerdo,Desacuerdo,Sí,Teleseries,Programas juveniles,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Frecuente,Muy frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Muy frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Universitaria completa,No,Si,Basica completa,Oficio menor obrero no calificado jornalero servicio doméstico con contrato,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,H 20-24,11,Regiones,Sur,D,Bajo,D+E,0.442943944
783,La Serena,Hombre,17,Drogadicción,empty,Muy violento,Muy violento,Muy violento,Muy violento,Nada violento,Nada violento,Alcohol y drogas,No sabe,Bastante aceptable,Bastante aceptable,Bastante aceptable,Bastante aceptable,Bastante aceptable,Bastante aceptable,Bastante aceptable,Bastante aceptable,Algo aceptable,Bastante aceptable,Bastante aceptable,Desacuerdo,Acuerdo,Acuerdo,Acuerdo,Desacuerdo,Acuerdo,Sí,Programas de reportajes,Dibujos animados,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,No responde,Un problema privado que debe ser solucionado por la pareja,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,Media incompleta,No,Si,Media incompleta,Obrero calificado capataz junior microempresario,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,4,Regiones,Norte,D,Bajo,D+E,0.660742185
784,Cerro Navia,Mujer,25,Otro,droga y falta de educacion,Algo violento,Muy violento,Algo violento,Muy violento,Algo violento,Nada violento,Alcohol y drogas,Celos,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Ni de acuerdo ni en desacuerdo,Sí,Teleseries,Programas de farándula,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,Sí,Sí,Sí,Nada frecuente,Frecuente,No sabe,Frecuente,Frecuente,Frecuente,Frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Media completa,No,No,Media completa,Oficio menor obrero no calificado jornalero servicio doméstico con contrato,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,M 25-29,13,Santiago,RM,D,Bajo,D+E,1.351167675
785,Santiago,Mujer,23,Falta de trabajo,empty,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Celos,Problemas psicológicos,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Sí,Teleseries,Programas de farándula,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Denunciarías en carabineros,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,Sí,Sí,Sí,No sabe,Poco frecuente,Poco frecuente,No sabe,Frecuente,Frecuente,Frecuente,Poco frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Universitaria completa,No,No,Media completa,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,M 20-24,13,Santiago,RM,C3,Medio,C3,0.705422293
786,Los Andes,Hombre,20,Falta de educación de calidad,empty,Algo violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Celos,El machismo de la sociedad chilena,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,No,Noticias,Teleseries,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No responde,Por miedo,Por el lazo emocional con la persona agresora,Tratarías de mantener la relación,Un problema privado que debe ser solucionado por la pareja,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Frecuente,Frecuente,Frecuente,Frecuente,Nada frecuente,Nada frecuente,Frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Universitaria incompleta (1 a 3 años de estudio),No,Si,Media incompleta,Oficio menor obrero no calificado jornalero servicio doméstico con contrato,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,H 20-24,5,Regiones,Centro,D,Bajo,D+E,1.750886804
787,Victoria,Mujer,28,Violencia,empty,Muy violento,Muy violento,Muy violento,Muy violento,Nada violento,Nada violento,Alcohol y drogas,Celos,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Bastante aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Desacuerdo,Acuerdo,Acuerdo,Desacuerdo,Desacuerdo,Sí,Teleseries,Programas de reportajes,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No sabe,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,Buscarías apoyo psicológico o de expertos en el tema,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,Sí,No,Sí,Frecuente,Poco frecuente,Nada frecuente,Muy frecuente,Poco frecuente,Poco frecuente,Muy frecuente,Muy frecuente,Sí le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Media completa,Si,No,Media completa,Jubilado,Sí,Sí,No,No,Sí,Sí,No,No,No,No,25-29,M 25-29,9,Regiones,Sur,C3,Medio,C3,0.774655827
788,Coquimbo,Mujer,27,Drogadicción,empty,No responde,Muy violento,Muy violento,Muy violento,No responde,No responde,El machismo de la sociedad chilena,Historia de violencia en la familia,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Ni de acuerdo ni en desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Ni de acuerdo ni en desacuerdo,Desacuerdo,Sí,Noticias,Teleseries,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,Denunciarías en carabineros,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Nada frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Nada frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Básica incompleta,No,No,Media completa,Oficio menor obrero no calificado jornalero servicio doméstico con contrato,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,M 25-29,4,Regiones,Norte,D,Bajo,D+E,0.725894492
789,Coronel,Hombre,21,Falta de educación de calidad,empty,Algo violento,Algo violento,Muy violento,Muy violento,Muy violento,Muy violento,Infidelidad,Celos,Bastante aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Ni de acuerdo ni en desacuerdo,Desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Acuerdo,Ni de acuerdo ni en desacuerdo,Sí,Noticias,Teleseries,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías ayuda con gente de confianza,Un problema privado que debe ser solucionado por la pareja,Sí conoce,No,No,No,No,Frecuente,Frecuente,Frecuente,Frecuente,Poco frecuente,Poco frecuente,Frecuente,Frecuente,Sí le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Universitaria incompleta (1 a 3 años de estudio),No,Si,Media completa,Obrero calificado capataz junior microempresario,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,H 20-24,8,Regiones,Sur,C3,Medio,C3,3.328186889
790,Copiapó,Hombre,16,Falta de educación de calidad,empty,Muy violento,Muy violento,Nada violento,Muy violento,Muy violento,Muy violento,Alcohol y drogas,Historia de violencia en la familia,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Noticias,Programas de reportajes,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por falta de dinero,Denunciarías en carabineros,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Nada frecuente,Frecuente,Nada frecuente,Poco frecuente,Nada frecuente,Frecuente,Nada frecuente,Nada frecuente,No le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Universitaria completa,No,No,Universitaria completa,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,3,Regiones,Norte,C2,Alto,C2,0.498740902
791,Temuco,Mujer,18,Falta de educación de calidad,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Muy violento,Celos,El machismo de la sociedad chilena,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Sí,Teleseries,Programas de farándula,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí,Por vergüenza,Por dependencia económica,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Muy frecuente,Muy frecuente,Frecuente,Poco frecuente,Poco frecuente,Poco frecuente,Poco frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Universitaria incompleta (1 a 3 años de estudio),No,Si,Postgrado magister doctorado,Ejecutivo medio (sub / gerente) gerente general empresa media o pequeña profesional carrera tradicional,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,M 15-19,9,Regiones,Sur,ABC1,Alto,ABC1,0.617219889
792,Concepción,Mujer,19,Violencia,empty,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Infidelidad,Celos,Bastante aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,No responde,Teleseries,Programas juveniles,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Nada frecuente,Nada frecuente,Nada frecuente,Frecuente,Nada frecuente,Frecuente,Nada frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Media completa,No,No,Media completa,Oficio menor obrero no calificado jornalero servicio doméstico con contrato,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,M 15-19,8,Regiones,Sur,D,Bajo,D+E,3.064232385
